cohort	ensembl_gene	gene_name	type	nr_samples	pos_z	neg_z	consensus_BTG_cancer	consensus_BTG_combined
three-cancer	ENSG00000183684	ALYREF	UCEC	3	0	3		
three-cancer	ENSG00000184009	ACTG1	PRAD	3	3	0		
three-cancer	ENSG00000184900	SUMO3	PRAD	3	3	0		
three-cancer	ENSG00000185115	NSMCE3	PRAD	3	3	0		
three-cancer	ENSG00000185989	RASA3	PRAD	3	3	0		
three-cancer	ENSG00000186469	GNG2	OV	3	0	3		
three-cancer	ENSG00000186517	ARHGAP30	OV	3	0	3		
three-cancer	ENSG00000187010	RHD	UCEC	3	1	2		
three-cancer	ENSG00000187239	FNBP1	OV	3	0	3		TRUE
three-cancer	ENSG00000187239	FNBP1	UCEC	3	0	3		TRUE
three-cancer	ENSG00000188976	NOC2L	OV	3	0	3		
three-cancer	ENSG00000189043	NDUFA4	UCEC	3	3	0		
three-cancer	ENSG00000196187	TMEM63A	UCEC	3	2	1		
three-cancer	ENSG00000197157	SND1	OV	3	0	3		
three-cancer	ENSG00000197756	RPL37A	OV	3	0	3		
three-cancer	ENSG00000197956	S100A6	OV	3	0	3		
three-cancer	ENSG00000198242	RPL23A	OV	3	0	3		
three-cancer	ENSG00000198730	CTR9	OV	3	3	0		
three-cancer	ENSG00000198755	RPL10A	OV	3	0	3		
three-cancer	ENSG00000204482	LST1	OV	3	0	3		
three-cancer	ENSG00000204628	RACK1	OV	3	0	3		
three-cancer	ENSG00000205581	HMGN1	OV	3	3	0		
three-cancer	ENSG00000205744	DENND1C	OV	3	0	3		
three-cancer	ENSG00000213626	LBH	OV	3	0	3		
three-cancer	ENSG00000227507	LTB	OV	3	0	3		
three-cancer	ENSG00000233927	RPS28	OV	3	0	3		
three-cancer	ENSG00000242247	ARFGAP3	PRAD	3	0	3		
three-cancer	ENSG00000250479	CHCHD10	OV	3	0	3		
three-cancer	ENSG00000266412	NCOA4	OV	3	3	0		
three-cancer	ENSG00000270647	TAF15	OV	3	0	3		
three-cancer	ENSG00000274618	HIST1H4F	UCEC	3	0	3		
three-cancer	ENSG00000275023	MLLT6	OV	3	0	3		
three-cancer	ENSG00000277157	HIST1H4D	OV	3	0	3		
three-cancer	ENSG00000001036	FUCA2	UCEC	2	2	0		
three-cancer	ENSG00000004059	ARF5	OV	2	2	0		
three-cancer	ENSG00000004059	ARF5	PRAD	2	2	0		
three-cancer	ENSG00000004059	ARF5	UCEC	2	2	0		
three-cancer	ENSG00000005075	POLR2J	OV	2	0	2		
three-cancer	ENSG00000005249	PRKAR2B	OV	2	2	0		
three-cancer	ENSG00000005302	MSL3	OV	2	0	2		
three-cancer	ENSG00000005889	ZFX	PRAD	2	0	2		
three-cancer	ENSG00000006638	TBXA2R	UCEC	2	2	0		
three-cancer	ENSG00000007520	TSR3	OV	2	0	2		
three-cancer	ENSG00000008018	PSMB1	UCEC	2	0	2		
three-cancer	ENSG00000008517	IL32	OV	2	0	2		
three-cancer	ENSG00000010256	UQCRC1	OV	2	0	2		
three-cancer	ENSG00000010256	UQCRC1	UCEC	2	0	2		
three-cancer	ENSG00000010292	NCAPD2	OV	2	0	2		
three-cancer	ENSG00000010310	GIPR	OV	2	2	0		
three-cancer	ENSG00000010322	NISCH	UCEC	2	0	2		
three-cancer	ENSG00000010810	FYN	UCEC	2	2	0		
three-cancer	ENSG00000011243	AKAP8L	OV	2	0	2		
three-cancer	ENSG00000011465	DCN	UCEC	2	2	0		
three-cancer	ENSG00000013810	TACC3	OV	2	2	0		
three-cancer	ENSG00000014641	MDH1	OV	2	0	2		
three-cancer	ENSG00000015532	XYLT2	OV	2	2	0		
three-cancer	ENSG00000015532	XYLT2	UCEC	2	2	0		
three-cancer	ENSG00000023287	RB1CC1	PRAD	2	0	2		
three-cancer	ENSG00000023892	DEF6	OV	2	0	2		
three-cancer	ENSG00000023892	DEF6	PRAD	2	0	2		
three-cancer	ENSG00000023892	DEF6	UCEC	2	0	2		
three-cancer	ENSG00000026025	VIM	UCEC	2	0	2		
three-cancer	ENSG00000026508	CD44	OV	2	0	2		TRUE
three-cancer	ENSG00000027644	INSRR	OV	2	2	0		
three-cancer	ENSG00000027697	IFNGR1	UCEC	2	0	2		
three-cancer	ENSG00000028277	POU2F2	UCEC	2	0	2		
three-cancer	ENSG00000033050	ABCF2	OV	2	0	2		
three-cancer	ENSG00000035687	ADSS	UCEC	2	1	1		
three-cancer	ENSG00000040633	PHF23	OV	2	0	2		
three-cancer	ENSG00000042493	CAPG	OV	2	0	2		
three-cancer	ENSG00000047579	DTNBP1	OV	2	0	2		
three-cancer	ENSG00000054116	TRAPPC3	OV	2	0	2		
three-cancer	ENSG00000054118	THRAP3	UCEC	2	0	2		
three-cancer	ENSG00000054654	SYNE2	UCEC	2	0	2		
three-cancer	ENSG00000055163	CYFIP2	OV	2	0	2		
three-cancer	ENSG00000056586	RC3H2	OV	2	2	0		
three-cancer	ENSG00000057252	SOAT1	PRAD	2	0	2		
three-cancer	ENSG00000060491	OGFR	OV	2	0	2		
three-cancer	ENSG00000060749	QSER1	OV	2	1	1		
three-cancer	ENSG00000060749	QSER1	UCEC	2	1	1		
three-cancer	ENSG00000061273	HDAC7	OV	2	0	2		
three-cancer	ENSG00000064201	TSPAN32	UCEC	2	2	0		TRUE
three-cancer	ENSG00000064490	RFXANK	OV	2	0	2		
three-cancer	ENSG00000064726	BTBD1	OV	2	2	0		
three-cancer	ENSG00000064961	HMG20B	UCEC	2	2	0		
three-cancer	ENSG00000065054	SLC9A3R2	OV	2	2	0		
three-cancer	ENSG00000065054	SLC9A3R2	PRAD	2	2	0		
three-cancer	ENSG00000065054	SLC9A3R2	UCEC	2	2	0		
three-cancer	ENSG00000065413	ANKRD44	UCEC	2	0	2		
three-cancer	ENSG00000065427	KARS	PRAD	2	0	2		
three-cancer	ENSG00000065526	SPEN	UCEC	2	0	2		
three-cancer	ENSG00000065675	PRKCQ	PRAD	2	2	0		
three-cancer	ENSG00000066827	ZFAT	PRAD	2	2	0		
three-cancer	ENSG00000068366	ACSL4	OV	2	2	0		
three-cancer	ENSG00000068784	SRBD1	CONTROL	2	1	1		
three-cancer	ENSG00000068831	RASGRP2	OV	2	2	0		
three-cancer	ENSG00000068831	RASGRP2	PRAD	2	2	0		
three-cancer	ENSG00000070047	PHRF1	OV	2	0	2		
three-cancer	ENSG00000070047	PHRF1	UCEC	2	0	2		
three-cancer	ENSG00000070814	TCOF1	OV	2	0	2		
three-cancer	ENSG00000071564	TCF3	OV	2	0	2		
three-cancer	ENSG00000072135	PTPN18	OV	2	2	0		
three-cancer	ENSG00000072135	PTPN18	UCEC	2	2	0		
three-cancer	ENSG00000072506	HSD17B10	PRAD	2	0	2		
three-cancer	ENSG00000072786	STK10	UCEC	2	0	2		
three-cancer	ENSG00000072803	FBXW11	UCEC	2	1	1		
three-cancer	ENSG00000072952	MRVI1	OV	2	2	0		
three-cancer	ENSG00000072952	MRVI1	PRAD	2	2	0		
three-cancer	ENSG00000077150	NFKB2	CONTROL	2	0	2		
three-cancer	ENSG00000077235	GTF3C1	UCEC	2	1	1		
three-cancer	ENSG00000077984	CST7	OV	2	1	1		
three-cancer	ENSG00000077984	CST7	PRAD	2	0	2		
three-cancer	ENSG00000079263	SP140	UCEC	2	0	2		
three-cancer	ENSG00000079332	SAR1A	OV	2	1	1		
three-cancer	ENSG00000079819	EPB41L2	OV	2	2	0		TRUE
three-cancer	ENSG00000079819	EPB41L2	PRAD	2	2	0		TRUE
three-cancer	ENSG00000080618	CPB2	CONTROL	2	2	0		
three-cancer	ENSG00000081181	ARG2	UCEC	2	2	0		
three-cancer	ENSG00000081320	STK17B	UCEC	2	0	2		
three-cancer	ENSG00000081791	DELE1	OV	2	0	2		
three-cancer	ENSG00000083168	KAT6A	PRAD	2	2	0		
three-cancer	ENSG00000083168	KAT6A	UCEC	2	1	1		
three-cancer	ENSG00000083896	YTHDC1	UCEC	2	0	2		
three-cancer	ENSG00000084092	NOA1	UCEC	2	0	2		
three-cancer	ENSG00000084463	WBP11	UCEC	2	0	2		
three-cancer	ENSG00000084754	HADHA	OV	2	0	2		
three-cancer	ENSG00000084754	HADHA	UCEC	2	0	2		
three-cancer	ENSG00000086061	DNAJA1	PRAD	2	0	2		TRUE
three-cancer	ENSG00000086061	DNAJA1	UCEC	2	0	2		TRUE
three-cancer	ENSG00000086189	DIMT1	CONTROL	2	1	1		
three-cancer	ENSG00000088448	ANKRD10	OV	2	2	0		
three-cancer	ENSG00000088448	ANKRD10	UCEC	2	2	0		
three-cancer	ENSG00000088930	XRN2	OV	2	0	2		
three-cancer	ENSG00000089053	ANAPC5	PRAD	2	2	0		
three-cancer	ENSG00000089154	GCN1	OV	2	0	2		
three-cancer	ENSG00000089220	PEBP1	OV	2	0	2		
three-cancer	ENSG00000089280	FUS	UCEC	2	0	2		
three-cancer	ENSG00000089737	DDX24	OV	2	0	2		
three-cancer	ENSG00000090266	NDUFB2	UCEC	2	0	2		
three-cancer	ENSG00000091140	DLD	UCEC	2	0	2		
three-cancer	ENSG00000091527	CDV3	UCEC	2	0	2		
three-cancer	ENSG00000091592	NLRP1	UCEC	2	0	2		
three-cancer	ENSG00000092531	SNAP23	OV	2	2	0		
three-cancer	ENSG00000092621	PHGDH	PRAD	2	2	0		
three-cancer	ENSG00000092820	EZR	UCEC	2	0	2		
three-cancer	ENSG00000092929	UNC13D	UCEC	2	2	0		
three-cancer	ENSG00000095015	MAP3K1	UCEC	2	0	2		
three-cancer	ENSG00000095319	NUP188	OV	2	0	2		
three-cancer	ENSG00000095370	SH2D3C	OV	2	0	2		
three-cancer	ENSG00000096063	SRPK1	PRAD	2	0	2		
three-cancer	ENSG00000096063	SRPK1	UCEC	2	0	2		
three-cancer	ENSG00000099337	KCNK6	UCEC	2	2	0		
three-cancer	ENSG00000099341	PSMD8	UCEC	2	0	2		TRUE
three-cancer	ENSG00000099624	ATP5F1D	OV	2	0	2		
three-cancer	ENSG00000100092	SH3BP1	UCEC	2	0	2		
three-cancer	ENSG00000100097	LGALS1	OV	2	0	2		
three-cancer	ENSG00000100207	TCF20	OV	2	2	0		
three-cancer	ENSG00000100226	GTPBP1	UCEC	2	0	2		
three-cancer	ENSG00000100297	MCM5	OV	2	0	2		
three-cancer	ENSG00000100297	MCM5	UCEC	2	1	1		
three-cancer	ENSG00000100348	TXN2	OV	2	0	2		
three-cancer	ENSG00000100422	CERK	OV	2	0	2		
three-cancer	ENSG00000100425	BRD1	OV	2	0	2		
three-cancer	ENSG00000100425	BRD1	UCEC	2	0	2		
three-cancer	ENSG00000100439	ABHD4	UCEC	2	2	0		
three-cancer	ENSG00000100441	KHNYN	CONTROL	2	0	2		
three-cancer	ENSG00000100441	KHNYN	PRAD	2	0	2		
three-cancer	ENSG00000100523	DDHD1	OV	2	0	2		
three-cancer	ENSG00000100580	TMED8	UCEC	2	2	0		TRUE
three-cancer	ENSG00000100697	DICER1	OV	2	2	0		
three-cancer	ENSG00000100714	MTHFD1	OV	2	0	2		
three-cancer	ENSG00000100911	PSME2	OV	2	0	2		
three-cancer	ENSG00000101161	PRPF6	OV	2	0	2		
three-cancer	ENSG00000101161	PRPF6	UCEC	2	0	2		
three-cancer	ENSG00000101335	MYL9	OV	2	2	0		
three-cancer	ENSG00000101336	HCK	OV	2	0	2		
three-cancer	ENSG00000101347	SAMHD1	OV	2	0	2		
three-cancer	ENSG00000101361	NOP56	UCEC	2	0	2		
three-cancer	ENSG00000101443	WFDC2	OV	2	2	0		
three-cancer	ENSG00000101445	PPP1R16B	OV	2	0	2		
three-cancer	ENSG00000101470	TNNC2	PRAD	2	2	0		
three-cancer	ENSG00000101470	TNNC2	UCEC	2	2	0		
three-cancer	ENSG00000101849	TBL1X	OV	2	0	2		
three-cancer	ENSG00000102024	PLS3	OV	2	2	0		
three-cancer	ENSG00000102309	PIN4	OV	2	0	2		
three-cancer	ENSG00000102316	MAGED2	OV	2	2	0		
three-cancer	ENSG00000102879	CORO1A	UCEC	2	0	2		
three-cancer	ENSG00000102974	CTCF	OV	2	2	0		
three-cancer	ENSG00000102978	POLR2C	UCEC	2	0	2		
three-cancer	ENSG00000103197	TSC2	UCEC	2	0	2		
three-cancer	ENSG00000103490	PYCARD	OV	2	0	2		
three-cancer	ENSG00000103510	KAT8	CONTROL	2	0	2		
three-cancer	ENSG00000103811	CTSH	OV	2	0	2		
three-cancer	ENSG00000104067	TJP1	PRAD	2	2	0		
three-cancer	ENSG00000104131	EIF3J	UCEC	2	0	2		
three-cancer	ENSG00000104228	TRIM35	OV	2	2	0		
three-cancer	ENSG00000104529	EEF1D	OV	2	0	2		
three-cancer	ENSG00000104695	PPP2CB	OV	2	2	0		
three-cancer	ENSG00000104823	ECH1	OV	2	0	2		
three-cancer	ENSG00000104853	CLPTM1	PRAD	2	0	2		
three-cancer	ENSG00000104859	CLASRP	UCEC	2	0	2		
three-cancer	ENSG00000104885	DOT1L	UCEC	2	0	2		
three-cancer	ENSG00000105122	RASAL3	OV	2	0	2		
three-cancer	ENSG00000105202	FBL	UCEC	2	0	2		
three-cancer	ENSG00000105220	GPI	UCEC	2	2	0		
three-cancer	ENSG00000105329	TGFB1	OV	2	2	0		
three-cancer	ENSG00000105329	TGFB1	UCEC	2	2	0		
three-cancer	ENSG00000105370	LIM2	UCEC	2	2	0		
three-cancer	ENSG00000105373	NOP53	UCEC	2	0	2		
three-cancer	ENSG00000105374	NKG7	OV	2	0	2		
three-cancer	ENSG00000105397	TYK2	OV	2	0	2		
three-cancer	ENSG00000105618	PRPF31	OV	2	0	2		
three-cancer	ENSG00000105643	ARRDC2	OV	2	0	2		
three-cancer	ENSG00000105643	ARRDC2	UCEC	2	0	2		
three-cancer	ENSG00000105698	USF2	UCEC	2	2	0		
three-cancer	ENSG00000105879	CBLL1	OV	2	0	2		
three-cancer	ENSG00000105879	CBLL1	PRAD	2	0	2		
three-cancer	ENSG00000105879	CBLL1	UCEC	2	0	2		
three-cancer	ENSG00000105953	OGDH	PRAD	2	2	0		
three-cancer	ENSG00000105953	OGDH	UCEC	2	2	0		
three-cancer	ENSG00000106105	GARS	OV	2	0	2		
three-cancer	ENSG00000106245	BUD31	PRAD	2	0	2		
three-cancer	ENSG00000106245	BUD31	UCEC	2	0	2		
three-cancer	ENSG00000106261	ZKSCAN1	OV	2	1	1		
three-cancer	ENSG00000106263	EIF3B	OV	2	0	2		
three-cancer	ENSG00000106605	BLVRA	OV	2	0	2		
three-cancer	ENSG00000106605	BLVRA	UCEC	2	0	2		
three-cancer	ENSG00000106609	TMEM248	OV	2	2	0		
three-cancer	ENSG00000106635	BCL7B	PRAD	2	2	0		
three-cancer	ENSG00000106803	SEC61B	OV	2	0	2		
three-cancer	ENSG00000106948	AKNA	UCEC	2	0	2		TRUE
three-cancer	ENSG00000107263	RAPGEF1	UCEC	2	0	2		
three-cancer	ENSG00000107290	SETX	UCEC	2	0	2		
three-cancer	ENSG00000107745	MICU1	OV	2	2	0		
three-cancer	ENSG00000107874	CUEDC2	UCEC	2	0	2		
three-cancer	ENSG00000108100	CCNY	UCEC	2	2	0		
three-cancer	ENSG00000108312	UBTF	UCEC	2	0	2		
three-cancer	ENSG00000108344	PSMD3	OV	2	0	2		
three-cancer	ENSG00000108518	PFN1	UCEC	2	2	0		
three-cancer	ENSG00000108528	SLC25A11	OV	2	0	2		
three-cancer	ENSG00000108561	C1QBP	UCEC	2	0	2		
three-cancer	ENSG00000108669	CYTH1	CONTROL	2	0	2		
three-cancer	ENSG00000108798	ABI3	OV	2	0	2		
three-cancer	ENSG00000108883	EFTUD2	OV	2	2	0		
three-cancer	ENSG00000109606	DHX15	OV	2	0	2		
three-cancer	ENSG00000109917	ZPR1	OV	2	0	2		
three-cancer	ENSG00000109917	ZPR1	PRAD	2	0	2		
three-cancer	ENSG00000109971	HSPA8	UCEC	2	0	2		
three-cancer	ENSG00000110002	VWA5A	PRAD	2	2	0		
three-cancer	ENSG00000110011	DNAJC4	UCEC	2	2	0		
three-cancer	ENSG00000110031	LPXN	OV	2	0	2		
three-cancer	ENSG00000110092	CCND1	UCEC	2	1	1		
three-cancer	ENSG00000110172	CHORDC1	UCEC	2	0	2		
three-cancer	ENSG00000110218	PANX1	OV	2	2	0		
three-cancer	ENSG00000110218	PANX1	PRAD	2	2	0		
three-cancer	ENSG00000110218	PANX1	UCEC	2	2	0		
three-cancer	ENSG00000110315	RNF141	OV	2	0	2		
three-cancer	ENSG00000110321	EIF4G2	UCEC	2	2	0		
three-cancer	ENSG00000110665	C11orf21	PRAD	2	2	0		TRUE
three-cancer	ENSG00000110697	PITPNM1	OV	2	0	2		
three-cancer	ENSG00000110713	NUP98	UCEC	2	0	2		
three-cancer	ENSG00000110717	NDUFS8	OV	2	0	2		
three-cancer	ENSG00000110799	VWF	OV	2	2	0		
three-cancer	ENSG00000110911	SLC11A2	UCEC	2	2	0		
three-cancer	ENSG00000111142	METAP2	PRAD	2	0	2		
three-cancer	ENSG00000111144	LTA4H	OV	2	0	2		
three-cancer	ENSG00000111252	SH2B3	UCEC	2	2	0		
three-cancer	ENSG00000111276	CDKN1B	UCEC	2	0	2		
three-cancer	ENSG00000111667	USP5	OV	2	0	2		
three-cancer	ENSG00000111679	PTPN6	OV	2	0	2		
three-cancer	ENSG00000111737	RAB35	OV	2	0	2		
three-cancer	ENSG00000112118	MCM3	OV	2	0	2		
three-cancer	ENSG00000112245	PTP4A1	UCEC	2	0	2		
three-cancer	ENSG00000112297	CRYBG1	OV	2	0	2		
three-cancer	ENSG00000112406	HECA	PRAD	2	0	2		
three-cancer	ENSG00000112406	HECA	UCEC	2	0	2		
three-cancer	ENSG00000112640	PPP2R5D	OV	2	0	2		
three-cancer	ENSG00000112739	PRPF4B	OV	2	0	2		
three-cancer	ENSG00000112787	FBRSL1	UCEC	2	2	0		
three-cancer	ENSG00000112902	SEMA5A	OV	2	2	0		
three-cancer	ENSG00000112902	SEMA5A	PRAD	2	2	0		
three-cancer	ENSG00000113368	LMNB1	CONTROL	2	1	1		
three-cancer	ENSG00000113558	SKP1	OV	2	2	0		
three-cancer	ENSG00000114054	PCCB	OV	2	2	0		
three-cancer	ENSG00000114354	TFG	PRAD	2	0	2		
three-cancer	ENSG00000114686	MRPL3	OV	2	0	2		
three-cancer	ENSG00000114742	WDR48	UCEC	2	0	2		
three-cancer	ENSG00000114857	NKTR	CONTROL	2	1	1		
three-cancer	ENSG00000114861	FOXP1	PRAD	2	0	2		
three-cancer	ENSG00000115053	NCL	UCEC	2	0	2		
three-cancer	ENSG00000115084	SLC35F5	OV	2	2	0		
three-cancer	ENSG00000115128	SF3B6	UCEC	2	0	2		TRUE
three-cancer	ENSG00000115232	ITGA4	OV	2	0	2		
three-cancer	ENSG00000115318	LOXL3	OV	2	2	0		
three-cancer	ENSG00000115318	LOXL3	UCEC	2	2	0		
three-cancer	ENSG00000115325	DOK1	UCEC	2	2	0		
three-cancer	ENSG00000115457	IGFBP2	UCEC	2	2	0		
three-cancer	ENSG00000115464	USP34	OV	2	2	0		
three-cancer	ENSG00000115524	SF3B1	OV	2	0	2		
three-cancer	ENSG00000115756	HPCAL1	PRAD	2	2	0		
three-cancer	ENSG00000115806	GORASP2	OV	2	0	2		
three-cancer	ENSG00000115808	STRN	OV	2	2	0		
three-cancer	ENSG00000115839	RAB3GAP1	PRAD	2	2	0		
three-cancer	ENSG00000115935	WIPF1	OV	2	2	0		
three-cancer	ENSG00000116030	SUMO1	PRAD	2	0	2		
three-cancer	ENSG00000116030	SUMO1	UCEC	2	0	2		
three-cancer	ENSG00000116171	SCP2	OV	2	2	0		
three-cancer	ENSG00000116459	ATP5PB	OV	2	0	2		
three-cancer	ENSG00000116459	ATP5PB	PRAD	2	0	2		
three-cancer	ENSG00000116459	ATP5PB	UCEC	2	0	2		
three-cancer	ENSG00000116560	SFPQ	OV	2	0	2		
three-cancer	ENSG00000116584	ARHGEF2	UCEC	2	0	2		
three-cancer	ENSG00000116679	IVNS1ABP	PRAD	2	2	0		
three-cancer	ENSG00000116741	RGS2	PRAD	2	0	2		
three-cancer	ENSG00000117091	CD48	OV	2	0	2		
three-cancer	ENSG00000117298	ECE1	PRAD	2	2	0		
three-cancer	ENSG00000117298	ECE1	UCEC	2	2	0		
three-cancer	ENSG00000117360	PRPF3	OV	2	0	2		
three-cancer	ENSG00000117362	APH1A	UCEC	2	0	2		
three-cancer	ENSG00000117450	PRDX1	OV	2	0	2		
three-cancer	ENSG00000117450	PRDX1	UCEC	2	0	2		
three-cancer	ENSG00000117505	DR1	PRAD	2	2	0		
three-cancer	ENSG00000117505	DR1	UCEC	2	2	0		
three-cancer	ENSG00000117676	RPS6KA1	UCEC	2	0	2		
three-cancer	ENSG00000117697	NSL1	PRAD	2	0	2		
three-cancer	ENSG00000117748	RPA2	UCEC	2	0	2		
three-cancer	ENSG00000117983	MUC5B	OV	2	2	0		
three-cancer	ENSG00000118181	RPS25	OV	2	0	2		
three-cancer	ENSG00000118308	LRMP	PRAD	2	2	0		
three-cancer	ENSG00000118363	SPCS2	PRAD	2	0	2		
three-cancer	ENSG00000119138	KLF9	PRAD	2	2	0		
three-cancer	ENSG00000119421	NDUFA8	PRAD	2	0	2		
three-cancer	ENSG00000120063	GNA13	OV	2	2	0		
three-cancer	ENSG00000120071	KANSL1	OV	2	0	2		
three-cancer	ENSG00000120533	ENY2	UCEC	2	0	2		
three-cancer	ENSG00000120694	HSPH1	OV	2	0	2		
three-cancer	ENSG00000121879	PIK3CA	CONTROL	2	0	2		
three-cancer	ENSG00000122203	KIAA1191	PRAD	2	2	0		
three-cancer	ENSG00000122218	COPA	PRAD	2	2	0		
three-cancer	ENSG00000122218	COPA	UCEC	2	2	0		
three-cancer	ENSG00000122406	RPL5	OV	2	0	2		
three-cancer	ENSG00000122515	ZMIZ2	OV	2	2	0		TRUE
three-cancer	ENSG00000122515	ZMIZ2	UCEC	2	2	0		TRUE
three-cancer	ENSG00000122641	INHBA	CONTROL	2	2	0		
three-cancer	ENSG00000122694	GLIPR2	OV	2	0	2		
three-cancer	ENSG00000123104	ITPR2	OV	2	2	0		
three-cancer	ENSG00000123104	ITPR2	UCEC	2	2	0		
three-cancer	ENSG00000123124	WWP1	OV	2	2	0		
three-cancer	ENSG00000123338	NCKAP1L	OV	2	0	2		
three-cancer	ENSG00000123472	ATPAF1	OV	2	2	0		
three-cancer	ENSG00000124181	PLCG1	OV	2	0	2		
three-cancer	ENSG00000124181	PLCG1	UCEC	2	0	2		
three-cancer	ENSG00000124226	RNF114	OV	2	0	2		
three-cancer	ENSG00000124357	NAGK	OV	2	0	2		
three-cancer	ENSG00000124562	SNRPC	OV	2	0	2		
three-cancer	ENSG00000124575	HIST1H1D	PRAD	2	0	2		
three-cancer	ENSG00000124575	HIST1H1D	UCEC	2	0	2		
three-cancer	ENSG00000125445	MRPS7	OV	2	0	2		
three-cancer	ENSG00000125449	ARMC7	PRAD	2	2	0		
three-cancer	ENSG00000125534	PPDPF	UCEC	2	2	0		
three-cancer	ENSG00000125652	ALKBH7	OV	2	0	2		
three-cancer	ENSG00000125734	GPR108	OV	2	1	1		
three-cancer	ENSG00000125835	SNRPB	UCEC	2	0	2		
three-cancer	ENSG00000125868	DSTN	UCEC	2	2	0		
three-cancer	ENSG00000125870	SNRPB2	PRAD	2	0	2		
three-cancer	ENSG00000125952	MAX	OV	2	2	0		
three-cancer	ENSG00000125991	ERGIC3	OV	2	0	2		
three-cancer	ENSG00000126217	MCF2L	OV	2	2	0		
three-cancer	ENSG00000126217	MCF2L	UCEC	2	2	0		
three-cancer	ENSG00000126934	MAP2K2	OV	2	0	2		
three-cancer	ENSG00000126934	MAP2K2	PRAD	2	0	2		
three-cancer	ENSG00000127184	COX7C	OV	2	0	2		
three-cancer	ENSG00000127445	PIN1	OV	2	0	2		
three-cancer	ENSG00000127528	KLF2	OV	2	0	2		
three-cancer	ENSG00000127616	SMARCA4	OV	2	0	2		
three-cancer	ENSG00000127616	SMARCA4	UCEC	2	0	2		
three-cancer	ENSG00000127720	METTL25	OV	2	1	1		
three-cancer	ENSG00000127837	AAMP	UCEC	2	0	2		
three-cancer	ENSG00000127922	SEM1	OV	2	0	2		
three-cancer	ENSG00000127922	SEM1	UCEC	2	0	2		
three-cancer	ENSG00000127952	STYXL1	OV	2	1	1		
three-cancer	ENSG00000128185	DGCR6L	OV	2	0	2		
three-cancer	ENSG00000128284	APOL3	UCEC	2	0	2		
three-cancer	ENSG00000128815	WDFY4	OV	2	0	2		
three-cancer	ENSG00000129757	CDKN1C	OV	2	0	2		
three-cancer	ENSG00000129968	ABHD17A	OV	2	2	0		
three-cancer	ENSG00000130332	LSM7	OV	2	0	2		
three-cancer	ENSG00000130340	SNX9	UCEC	2	2	0		
three-cancer	ENSG00000130511	SSBP4	OV	2	0	2		
three-cancer	ENSG00000130511	SSBP4	PRAD	2	0	2		
three-cancer	ENSG00000130511	SSBP4	UCEC	2	0	2		
three-cancer	ENSG00000130640	TUBGCP2	UCEC	2	0	2		
three-cancer	ENSG00000130755	GMFG	PRAD	2	0	2		
three-cancer	ENSG00000130811	EIF3G	UCEC	2	0	2		
three-cancer	ENSG00000130956	HABP4	UCEC	2	1	1		
three-cancer	ENSG00000131263	RLIM	UCEC	2	0	2		
three-cancer	ENSG00000131495	NDUFA2	OV	2	0	2		
three-cancer	ENSG00000131504	DIAPH1	OV	2	2	0		
three-cancer	ENSG00000131778	CHD1L	OV	2	2	0		
three-cancer	ENSG00000132341	RAN	OV	2	0	2		
three-cancer	ENSG00000132341	RAN	PRAD	2	0	2		
three-cancer	ENSG00000132359	RAP1GAP2	UCEC	2	2	0		TRUE
three-cancer	ENSG00000132646	PCNA	UCEC	2	1	1		
three-cancer	ENSG00000132688	NES	PRAD	2	2	0		
three-cancer	ENSG00000132688	NES	UCEC	2	2	0		
three-cancer	ENSG00000132792	CTNNBL1	CONTROL	2	0	2		
three-cancer	ENSG00000132823	OSER1	PRAD	2	0	2		
three-cancer	ENSG00000133030	MPRIP	PRAD	2	2	0		
three-cancer	ENSG00000133243	BTBD2	PRAD	2	2	0		
three-cancer	ENSG00000133313	CNDP2	OV	2	0	2		
three-cancer	ENSG00000133561	GIMAP6	UCEC	2	0	2		
three-cancer	ENSG00000133574	GIMAP4	OV	2	0	2		
three-cancer	ENSG00000133574	GIMAP4	UCEC	2	0	2		
three-cancer	ENSG00000133706	LARS	UCEC	2	0	2		
three-cancer	ENSG00000133789	SWAP70	OV	2	0	2		
three-cancer	ENSG00000134242	PTPN22	OV	2	0	2		
three-cancer	ENSG00000134243	SORT1	OV	2	2	0		
three-cancer	ENSG00000134243	SORT1	PRAD	2	2	0		
three-cancer	ENSG00000134243	SORT1	UCEC	2	2	0		
three-cancer	ENSG00000134333	LDHA	UCEC	2	0	2		
three-cancer	ENSG00000134440	NARS	PRAD	2	0	2		
three-cancer	ENSG00000134453	RBM17	OV	2	0	2		
three-cancer	ENSG00000134602	STK26	PRAD	2	2	0		
three-cancer	ENSG00000134900	TPP2	OV	2	2	0		
three-cancer	ENSG00000135046	ANXA1	UCEC	2	0	2		
three-cancer	ENSG00000135090	TAOK3	UCEC	2	2	0		TRUE
three-cancer	ENSG00000135218	CD36	UCEC	2	2	0		
three-cancer	ENSG00000135426	TESPA1	OV	2	0	2		
three-cancer	ENSG00000135624	CCT7	OV	2	0	2		
three-cancer	ENSG00000135624	CCT7	UCEC	2	0	2		
three-cancer	ENSG00000135740	SLC9A5	UCEC	2	2	0		
three-cancer	ENSG00000135823	STX6	UCEC	2	2	0		
three-cancer	ENSG00000135930	EIF4E2	PRAD	2	0	2		
three-cancer	ENSG00000136051	WASHC4	CONTROL	2	0	2		
